Phone Number,Email,Credit Score,Age Group,Family Background,Income,Lead Source,Product Interest Level,Interaction Frequency,Time Since Last Interaction,Website Visit Count,Intent
+91-9750507491,user8585@example.com,560,51+,Married with Kids,646120,Website,Medium,Medium,8,9,1
+91-8784743887,user8586@example.com,560,26-35,Single,641285,Event,High,Low,29,7,0
+91-9276416583,user8587@example.com,530,18-25,Single,396784,Cold Call,Low,Medium,6,6,0
+91-9583228126,user8588@example.com,550,26-35,Married,570098,Referral,High,High,3,7,1
+91-9516579894,user8589@example.com,510,51+,Married with Kids,140491,Social Media,Medium,Low,19,4,0
+91-8177083768,user8590@example.com,510,51+,Married with Kids,163043,Event,High,Medium,7,4,0
+91-7557834276,user8591@example.com,590,18-25,Single,998607,Website,Medium,Low,11,12,0
+91-9379498357,user8592@example.com,520,51+,Married,228568,Website,Medium,High,1,4,0
+91-9664937322,user8593@example.com,540,36-50,Married,476394,Cold Call,Low,Medium,5,6,0
+91-7815994062,user8594@example.com,560,36-50,Married with Kids,697013,Referral,High,High,2,9,0
+91-8481841506,user8595@example.com,520,36-50,Married,228131,Event,High,High,1,2,0
+91-8245513257,user8596@example.com,510,36-50,Married,145520,Event,High,Medium,10,3,0
+91-8003241702,user8597@example.com,540,36-50,Married,425063,Website,Medium,Medium,9,6,0
+91-9812645165,user8598@example.com,570,51+,Married with Kids,734157,Cold Call,Low,Low,20,9,0
+91-8468030581,user8599@example.com,560,18-25,Single,688730,Website,Medium,High,3,6,0
+91-9534007724,user8600@example.com,580,18-25,Single,885313,Website,Medium,Medium,10,9,1
+91-9102834006,user8601@example.com,520,36-50,Married,252842,Referral,High,High,1,3,0
+91-9234729265,user8602@example.com,540,51+,Married,467390,Cold Call,Low,Medium,7,7,1
+91-9163485425,user8603@example.com,580,26-35,Single,802858,Referral,High,High,1,9,0
+91-7882341312,user8604@example.com,540,26-35,Single,471831,Cold Call,Low,Low,14,5,0
+91-7619677232,user8605@example.com,560,51+,Married,622485,Event,High,High,1,9,1
+91-8822215453,user8606@example.com,570,36-50,Married with Kids,747735,Social Media,Medium,Medium,5,10,0
+91-8658410338,user8607@example.com,560,18-25,Single,685765,Social Media,Medium,Low,13,8,0
+91-9737247885,user8608@example.com,560,51+,Married,624532,Cold Call,Low,Low,17,6,0
+91-8581141271,user8609@example.com,590,26-35,Single,965885,Social Media,Medium,Medium,10,10,0
+91-7531984770,user8610@example.com,550,26-35,Married,550953,Website,Medium,Low,22,8,0
+91-7952076642,user8611@example.com,520,26-35,Single,277561,Event,High,High,2,3,0
+91-8550254402,user8612@example.com,590,36-50,Married,957735,Event,High,High,1,11,0
+91-9695479836,user8613@example.com,530,26-35,Single,390534,Social Media,Medium,Medium,10,5,0
+91-7115557884,user8614@example.com,560,51+,Married,634535,Cold Call,Low,High,2,6,0
+91-7466811067,user8615@example.com,530,51+,Married with Kids,300123,Website,Medium,Medium,10,3,0
+91-7698683700,user8616@example.com,580,26-35,Married,815079,Cold Call,Low,Low,13,10,1
+91-9085813609,user8617@example.com,550,51+,Married,527894,Social Media,Medium,High,3,8,1
+91-9242998950,user8618@example.com,550,26-35,Single,581018,Event,High,Medium,7,5,0
+91-9946610273,user8619@example.com,530,26-35,Single,307358,Event,High,High,2,5,1
+91-9609577945,user8620@example.com,590,18-25,Single,916015,Cold Call,Low,Low,24,11,0
+91-9100482677,user8621@example.com,560,36-50,Married,616456,Referral,High,Low,12,9,0
+91-7961823367,user8622@example.com,520,36-50,Married with Kids,239148,Cold Call,Low,High,1,5,0
+91-8068168627,user8623@example.com,520,18-25,Single,246123,Referral,High,Low,30,4,1
+91-9459037116,user8624@example.com,540,18-25,Single,497530,Cold Call,Low,Medium,7,5,0
+91-9064516184,user8625@example.com,560,36-50,Married with Kids,652958,Referral,High,High,3,6,1
+91-9420919976,user8626@example.com,550,26-35,Married,593973,Referral,High,High,2,5,1
+91-9101037506,user8627@example.com,510,26-35,Married,110236,Referral,High,Low,21,2,0
+91-7803753864,user8628@example.com,510,36-50,Married with Kids,135568,Referral,High,Medium,9,2,0
+91-9796522361,user8629@example.com,570,26-35,Married,731615,Website,Medium,High,2,10,1
+91-9315606379,user8630@example.com,530,18-25,Single,355745,Referral,High,High,2,6,0
+91-7506034359,user8631@example.com,540,26-35,Single,472332,Referral,High,Low,24,4,1
+91-7804572245,user8632@example.com,550,26-35,Single,585119,Event,High,Low,30,6,1
+91-9906882040,user8633@example.com,530,51+,Married with Kids,378496,Website,Medium,Medium,10,6,0
+91-9946185234,user8634@example.com,570,51+,Married,750009,Referral,High,Medium,6,8,0
+91-8713007131,user8635@example.com,530,51+,Married with Kids,359291,Social Media,Medium,Low,14,5,0
+91-8803972211,user8636@example.com,550,26-35,Single,538866,Website,Medium,Medium,7,8,1
+91-8665399351,user8637@example.com,550,36-50,Married,503562,Event,High,Low,14,7,0
+91-7893053696,user8638@example.com,570,18-25,Single,780516,Cold Call,Low,High,3,8,0
+91-9538556981,user8639@example.com,510,26-35,Married,155904,Event,High,Low,21,3,0
+91-7408327694,user8640@example.com,530,36-50,Married,378252,Event,High,Low,11,3,1
+91-8361801616,user8641@example.com,560,26-35,Married,622247,Website,Medium,Low,19,7,0
+91-7842050797,user8642@example.com,580,18-25,Single,889285,Website,Medium,High,1,9,1
+91-9348219925,user8643@example.com,540,26-35,Single,446300,Social Media,Medium,Medium,8,4,0
+91-7090150291,user8644@example.com,530,18-25,Single,366320,Social Media,Medium,Medium,9,6,0
+91-9068084449,user8645@example.com,570,26-35,Married,724747,Website,Medium,Medium,8,9,1
+91-7192216605,user8646@example.com,550,18-25,Single,519136,Website,Medium,Low,11,5,0
+91-7839957458,user8647@example.com,520,26-35,Married,285922,Website,Medium,Low,22,2,0
+91-9175277988,user8648@example.com,520,18-25,Single,237901,Cold Call,Low,Medium,8,2,1
+91-7668171465,user8649@example.com,520,51+,Married with Kids,223225,Event,High,High,2,5,0
+91-9495527222,user8650@example.com,550,26-35,Single,593406,Social Media,Medium,High,3,8,0
+91-9635695152,user8651@example.com,580,26-35,Married,860135,Social Media,Medium,High,1,10,0
+91-8331613041,user8652@example.com,530,36-50,Married,321738,Referral,High,High,3,5,0
+91-7191865238,user8653@example.com,570,36-50,Married with Kids,735181,Cold Call,Low,Low,12,8,1
+91-7763309239,user8654@example.com,590,18-25,Single,960359,Website,Medium,Medium,6,9,0
+91-8178474146,user8655@example.com,550,26-35,Married,578076,Website,Medium,High,1,8,0
+91-8795676180,user8656@example.com,530,18-25,Single,342726,Cold Call,Low,Low,20,4,0
+91-8706849002,user8657@example.com,540,51+,Married,402811,Social Media,Medium,Low,25,6,0
+91-7668388570,user8658@example.com,580,36-50,Married,821202,Website,Medium,Low,25,10,0
+91-9695512807,user8659@example.com,550,18-25,Single,529059,Referral,High,Medium,7,7,0
+91-8395982043,user8660@example.com,580,18-25,Single,806168,Social Media,Medium,Low,23,10,1
+91-7959703438,user8661@example.com,550,36-50,Married with Kids,523759,Event,High,Medium,8,7,1
+91-7844351395,user8662@example.com,550,26-35,Married,565996,Cold Call,Low,Medium,10,8,1
+91-9011773418,user8663@example.com,510,18-25,Single,106611,Social Media,Medium,Medium,9,4,0
+91-8200629534,user8664@example.com,540,36-50,Married with Kids,450386,Event,High,Medium,5,5,0
+91-8710247789,user8665@example.com,590,26-35,Married,971044,Referral,High,Low,24,12,1
+91-9752488630,user8666@example.com,590,51+,Married with Kids,933334,Cold Call,Low,Low,24,12,0
+91-9785832138,user8667@example.com,580,36-50,Married with Kids,871812,Website,Medium,Low,30,8,1
+91-9625489911,user8668@example.com,530,18-25,Single,395187,Website,Medium,High,2,6,1
+91-7175100781,user8669@example.com,520,51+,Married with Kids,236343,Event,High,High,1,5,0
+91-9870653455,user8670@example.com,590,26-35,Single,959299,Social Media,Medium,Medium,6,9,0
+91-9448050097,user8671@example.com,540,26-35,Married,439233,Referral,High,Medium,8,6,0
+91-7147442480,user8672@example.com,590,36-50,Married,945177,Event,High,Medium,7,12,0
+91-7206678569,user8673@example.com,550,36-50,Married with Kids,590092,Referral,High,Medium,9,7,1
+91-7486784339,user8674@example.com,520,36-50,Married,290191,Referral,High,Medium,8,5,1
+91-7913552110,user8675@example.com,570,26-35,Married,766933,Referral,High,High,1,7,1
+91-9899900189,user8676@example.com,570,51+,Married,776769,Cold Call,Low,Medium,10,7,0
+91-9774243489,user8677@example.com,590,26-35,Married,972402,Event,High,Low,19,12,1
+91-7802806209,user8678@example.com,530,18-25,Single,386608,Cold Call,Low,Medium,4,4,1
+91-9240935305,user8679@example.com,530,26-35,Married,349220,Social Media,Medium,Low,16,6,1
+91-8502999031,user8680@example.com,550,18-25,Single,536056,Social Media,Medium,Low,25,8,1
+91-8519406449,user8681@example.com,570,51+,Married with Kids,742811,Website,Medium,Low,17,10,0
+91-7247942013,user8682@example.com,560,36-50,Married,644950,Website,Medium,Low,26,8,0
+91-8079423449,user8683@example.com,590,36-50,Married,904660,Website,Medium,Medium,7,10,0
+91-8304361451,user8684@example.com,560,26-35,Married,685009,Social Media,Medium,Medium,6,8,0
+91-8727197170,user8685@example.com,570,36-50,Married with Kids,762746,Referral,High,Medium,7,10,0
+91-8758669729,user8686@example.com,580,51+,Married with Kids,893294,Referral,High,Medium,4,11,0
+91-7183919456,user8687@example.com,560,36-50,Married with Kids,664396,Event,High,Medium,7,6,0
+91-8150224616,user8688@example.com,510,26-35,Married,191788,Social Media,Medium,High,2,1,0
+91-7257878914,user8689@example.com,550,51+,Married with Kids,568239,Website,Medium,Low,26,6,1
+91-7468016144,user8690@example.com,530,18-25,Single,344437,Social Media,Medium,Low,22,5,0
+91-8866541051,user8691@example.com,580,26-35,Married,861299,Referral,High,High,3,11,0
+91-9550729008,user8692@example.com,590,18-25,Single,966572,Referral,High,High,1,11,0
+91-9041480549,user8693@example.com,570,51+,Married with Kids,782561,Cold Call,Low,Medium,9,9,0
+91-8636788005,user8694@example.com,590,26-35,Married,955010,Cold Call,Low,Medium,5,9,0
+91-8278018888,user8695@example.com,510,26-35,Single,149966,Event,High,Low,11,4,0
+91-9448972779,user8696@example.com,520,51+,Married,285846,Social Media,Medium,Medium,6,5,0
+91-7864811847,user8697@example.com,530,36-50,Married with Kids,372530,Cold Call,Low,Low,20,5,1
+91-9090048165,user8698@example.com,570,26-35,Single,701516,Cold Call,Low,Medium,6,10,0
+91-7077563292,user8699@example.com,520,26-35,Married,246297,Social Media,Medium,Medium,5,5,1
+91-8798168996,user8700@example.com,550,18-25,Single,509909,Referral,High,Low,11,7,1
+91-7524548747,user8701@example.com,540,36-50,Married,434341,Event,High,High,1,4,1
+91-9964857523,user8702@example.com,510,18-25,Single,143021,Event,High,High,1,1,0
+91-8458729170,user8703@example.com,540,18-25,Single,481059,Event,High,Medium,9,7,0
+91-8187180762,user8704@example.com,520,36-50,Married,249333,Cold Call,Low,High,3,2,0
+91-7113502614,user8705@example.com,550,36-50,Married,520594,Referral,High,Medium,7,7,0
+91-9661279420,user8706@example.com,580,51+,Married with Kids,876934,Event,High,High,1,11,0
+91-7407886531,user8707@example.com,510,36-50,Married,186755,Social Media,Medium,High,3,4,0
+91-9191866140,user8708@example.com,510,26-35,Married,166330,Event,High,Low,22,4,0
+91-9190428806,user8709@example.com,580,36-50,Married with Kids,802726,Website,Medium,High,1,9,0
+91-7588921938,user8710@example.com,590,51+,Married with Kids,958754,Referral,High,Medium,10,10,1
+91-7847813549,user8711@example.com,590,51+,Married with Kids,988750,Website,Medium,Low,13,11,0
+91-8142319261,user8712@example.com,560,51+,Married,669601,Referral,High,High,2,6,0
+91-8284068425,user8713@example.com,530,36-50,Married with Kids,334729,Social Media,Medium,Low,23,5,1
+91-9574427409,user8714@example.com,580,36-50,Married with Kids,857071,Cold Call,Low,High,2,10,1
+91-8172425753,user8715@example.com,530,18-25,Single,389176,Cold Call,Low,Medium,4,5,0
+91-7802927749,user8716@example.com,550,18-25,Single,585179,Referral,High,Medium,7,5,0
+91-7417967388,user8717@example.com,520,26-35,Married,248430,Event,High,Low,28,4,0
+91-7996941673,user8718@example.com,590,18-25,Single,948142,Website,Medium,High,3,11,1
+91-9025807020,user8719@example.com,540,26-35,Married,457470,Social Media,Medium,High,1,5,0
+91-7988257085,user8720@example.com,540,51+,Married,448301,Event,High,Low,13,5,1
+91-7929098200,user8721@example.com,550,18-25,Single,542037,Cold Call,Low,Low,15,6,1
+91-8533887868,user8722@example.com,510,36-50,Married with Kids,128365,Event,High,Medium,7,2,0
+91-9871379467,user8723@example.com,530,18-25,Single,375333,Website,Medium,Low,29,5,0
+91-9290295748,user8724@example.com,550,26-35,Single,569965,Cold Call,Low,High,3,7,0
+91-7088322504,user8725@example.com,560,18-25,Single,631536,Referral,High,Low,30,6,0
+91-9295561313,user8726@example.com,510,51+,Married,104369,Social Media,Medium,Medium,7,1,0
+91-9095886859,user8727@example.com,550,36-50,Married with Kids,556979,Social Media,Medium,Low,18,5,0
+91-7112534633,user8728@example.com,590,26-35,Single,915037,Cold Call,Low,High,1,11,1
+91-8640329795,user8729@example.com,590,36-50,Married,936048,Referral,High,Low,12,9,1
+91-9959710067,user8730@example.com,550,36-50,Married with Kids,547695,Website,Medium,Low,21,6,0
+91-7591910673,user8731@example.com,540,26-35,Married,465863,Social Media,Medium,Low,20,4,0
+91-9108737690,user8732@example.com,520,36-50,Married with Kids,271955,Cold Call,Low,Medium,6,4,1
+91-7598991098,user8733@example.com,560,36-50,Married,657343,Social Media,Medium,Medium,7,6,1
+91-8154023181,user8734@example.com,580,18-25,Single,824091,Referral,High,Medium,6,9,0
+91-8198408492,user8735@example.com,540,36-50,Married,478824,Website,Medium,Medium,5,5,1
+91-7033236640,user8736@example.com,530,36-50,Married,369594,Referral,High,High,3,5,0
+91-7988244055,user8737@example.com,520,36-50,Married with Kids,233997,Event,High,High,2,3,0
+91-7504431017,user8738@example.com,550,36-50,Married with Kids,573267,Referral,High,Medium,7,8,0
+91-9449268708,user8739@example.com,510,26-35,Married,150272,Referral,High,Medium,6,1,1
+91-8072200194,user8740@example.com,510,51+,Married with Kids,105310,Social Media,Medium,Medium,8,1,0
+91-9642040537,user8741@example.com,510,18-25,Single,131817,Referral,High,Low,22,2,1
+91-9314909045,user8742@example.com,560,36-50,Married with Kids,608350,Cold Call,Low,High,1,6,0
+91-9043077142,user8743@example.com,550,36-50,Married,586160,Social Media,Medium,Low,17,6,0
+91-7619309881,user8744@example.com,550,26-35,Single,537744,Social Media,Medium,Medium,4,5,0
+91-7647462136,user8745@example.com,580,51+,Married with Kids,840176,Event,High,High,2,9,0
+91-8165874506,user8746@example.com,510,36-50,Married with Kids,182641,Cold Call,Low,Medium,10,2,0
+91-8621173194,user8747@example.com,580,26-35,Single,839443,Referral,High,Low,17,10,0
+91-8159768496,user8748@example.com,580,18-25,Single,831670,Event,High,High,2,10,0
+91-7618084411,user8749@example.com,560,18-25,Single,639745,Cold Call,Low,Low,24,9,0
+91-7776268015,user8750@example.com,510,36-50,Married with Kids,142311,Event,High,High,3,2,0
+91-9859906446,user8751@example.com,520,36-50,Married,251958,Website,Medium,Medium,6,5,1
+91-8873109643,user8752@example.com,550,51+,Married with Kids,570328,Referral,High,High,3,7,0
+91-9823908042,user8753@example.com,550,51+,Married with Kids,544093,Event,High,Low,16,8,0
+91-8373851023,user8754@example.com,570,36-50,Married with Kids,747861,Website,Medium,Low,26,7,1
+91-7547683457,user8755@example.com,540,26-35,Married,459571,Referral,High,Low,20,4,0
+91-9406690893,user8756@example.com,590,51+,Married,922613,Event,High,Low,21,12,0
+91-8477959044,user8757@example.com,520,36-50,Married with Kids,264334,Event,High,Medium,9,4,0
+91-9313800605,user8758@example.com,540,51+,Married with Kids,493238,Event,High,Low,12,5,0
+91-7490305514,user8759@example.com,580,36-50,Married,887560,Event,High,Medium,10,9,0
+91-8225323956,user8760@example.com,570,18-25,Single,703810,Social Media,Medium,High,1,10,0
+91-8169422931,user8761@example.com,520,36-50,Married with Kids,263394,Event,High,Low,11,4,0
+91-7437603093,user8762@example.com,510,18-25,Single,148929,Social Media,Medium,High,3,4,0
+91-7159376479,user8763@example.com,570,51+,Married,705984,Social Media,Medium,High,1,8,0
+91-8105150463,user8764@example.com,540,36-50,Married,477389,Website,Medium,Medium,7,7,0
+91-7880160755,user8765@example.com,580,51+,Married with Kids,896240,Referral,High,Low,22,11,0
+91-8995697817,user8766@example.com,570,18-25,Single,719436,Social Media,Medium,Medium,9,10,1
+91-7298481892,user8767@example.com,550,36-50,Married,546098,Cold Call,Low,Low,11,7,0
+91-8249640004,user8768@example.com,590,51+,Married with Kids,908157,Social Media,Medium,High,3,12,0
+91-9459159332,user8769@example.com,540,18-25,Single,434678,Cold Call,Low,Medium,8,5,1
+91-9223130681,user8770@example.com,540,51+,Married with Kids,402094,Website,Medium,Low,20,7,1
+91-7390235572,user8771@example.com,580,26-35,Married,844314,Cold Call,Low,High,3,9,0
+91-7407951082,user8772@example.com,510,18-25,Single,183576,Website,Medium,Medium,6,4,0
+91-9197874333,user8773@example.com,510,18-25,Single,120557,Website,Medium,Medium,8,2,0
+91-8592796036,user8774@example.com,560,18-25,Single,646113,Website,Medium,Medium,9,8,1
+91-8643213684,user8775@example.com,530,36-50,Married,371142,Cold Call,Low,Medium,10,6,0
+91-8228503857,user8776@example.com,510,36-50,Married with Kids,136080,Cold Call,Low,High,3,4,0
+91-7159178867,user8777@example.com,580,36-50,Married with Kids,883103,Website,Medium,High,2,11,1
